,bathrooms,bedrooms,bhk,dist_arprt,host_count,latitude,longitude,metrostn_count,minstay,neighborhood,overall_satisfaction,price,rest_count,reviews,review_count,room_id,room_type
89,1.0,1.0,1.0,0.251721976604,8989,41.907474,12.444702,13,1.0,Municipio 1,4.5,81.0,77,63,140078,2186423,Entire home/apt
90,2.0,1.0,1.0,0.251721976604,8989,41.90212,12.481751,13,3.0,Municipio 1,5.0,179.0,77,4,140078,2505968,Entire home/apt
91,1.0,1.0,1.0,0.251721976604,8989,41.896113,12.469034,13,3.0,Municipio 1,4.0,98.0,77,6,140078,2506052,Entire home/apt
92,1.0,1.0,1.0,0.251721976604,8989,41.907493,12.478947,13,3.0,Municipio 1,5.0,132.0,77,11,140078,2506208,Entire home/apt
93,1.0,1.0,1.0,0.251721976604,8989,41.894892,12.480331,13,1.0,Municipio 1,5.0,91.0,77,12,140078,6848786,Entire home/apt
94,1.0,1.0,1.0,0.251721976604,8989,41.899386,12.478012,13,2.0,Municipio 1,5.0,177.0,77,41,140078,2475396,Entire home/apt
95,1.0,1.0,1.0,0.251721976604,8989,41.899397,12.470818,13,3.0,Municipio 1,2.0,83.0,77,0,140078,6875365,Entire home/apt
96,2.0,1.0,1.0,0.251721976604,8989,41.904301,12.487301,13,5.0,Municipio 1,5.0,81.0,77,31,140078,2475244,Entire home/apt
97,1.0,1.0,1.0,0.251721976604,8989,41.892309,12.507517,13,1.0,Municipio 1,4.5,40.0,77,115,140078,2470256,Private room
98,1.0,1.0,1.0,0.251721976604,8989,41.898088,12.478548,13,3.0,Municipio 1,4.5,103.0,77,19,140078,2505933,Entire home/apt
99,1.0,1.0,1.0,0.251721976604,8989,41.89346,12.502001,13,1.0,Municipio 1,2.0,114.0,77,0,140078,2435274,Private room
100,1.0,1.0,1.0,0.251721976604,8989,41.890681,12.468502,13,3.0,Municipio 1,4.5,81.0,77,11,140078,2435374,Entire home/apt
101,1.0,1.0,1.0,0.251721976604,8989,41.89291,12.476364,13,3.0,Municipio 1,5.0,173.0,77,3,140078,2435882,Entire home/apt
102,1.0,1.0,1.0,0.251721976604,8989,41.900182,12.47059,13,3.0,Municipio 1,2.0,83.0,77,0,140078,6874566,Entire home/apt
